date,value
1997-12-01,80.1537114895032
1998-01-01,79.7455968688846
1998-02-01,79.5499021526419
1998-03-01,77.6908023483366
1998-04-01,77.495107632094
1998-05-01,78.5714285714286
1998-06-01,76.4187866927593
1998-07-01,76.027397260274
1998-08-01,76.4187866927593
1998-09-01,75.9295499021527
1998-10-01,76.1252446183953
1998-11-01,75.9295499021527
1998-12-01,75.440313111546
1999-01-01,76.2230919765167
1999-02-01,76.5166340508807
1999-03-01,76.1252446183953
1999-04-01,76.908023483366
1999-05-01,76.320939334638
1999-06-01,76.4187866927593
1999-07-01,77.6908023483366
1999-08-01,77.5929549902153
1999-09-01,77.1037181996086
1999-10-01,76.5166340508807
1999-11-01,77.6908023483366
1999-12-01,78.3757338551859
2000-01-01,77.1037181996086
2000-02-01,78.2778864970646
2000-03-01,78.6692759295499
2000-04-01,77.3972602739726
2000-05-01,79.3542074363992
2000-06-01,80.4305283757339
2000-07-01,79.5499021526419
2000-08-01,79.7455968688846
2000-09-01,81.8003913894325
2000-10-01,80.1369863013699
2000-11-01,81.0176125244619
2000-12-01,79.7455968688846
2001-01-01,80.3326810176125
2001-02-01,81.2133072407045
2001-03-01,80.4305283757339
2001-04-01,80.3326810176125
2001-05-01,80.8219178082192
2001-06-01,80.9197651663405
2001-07-01,79.7455968688846
2001-08-01,78.9628180039139
2001-09-01,77.788649706458
2001-10-01,76.908023483366
2001-11-01,77.2994129158513
2001-12-01,76.4187866927593
2002-01-01,77.0058708414873
2002-02-01,77.2994129158513
2002-03-01,78.5714285714286
2002-04-01,77.788649706458
2002-05-01,77.6908023483366
2002-06-01,77.9843444227006
2002-07-01,76.5166340508807
2002-08-01,77.495107632094
2002-09-01,76.5166340508807
2002-10-01,76.4187866927593
2002-11-01,76.027397260274
2002-12-01,76.027397260274
2003-01-01,76.320939334638
2003-02-01,76.8101761252447
2003-03-01,77.8864970645793
2003-04-01,76.908023483366
2003-05-01,76.8101761252447
2003-06-01,76.4187866927593
2003-07-01,77.0058708414873
2003-08-01,77.9843444227006
2003-09-01,77.20156555773
2003-10-01,77.0058708414873
2003-11-01,76.7123287671233
2003-12-01,76.320939334638
2004-01-01,75.73385518591
2004-02-01,74.3639921722114
2004-03-01,75.8317025440313
2004-04-01,75.8317025440313
2004-05-01,76.908023483366
2004-06-01,75.6360078277887
2004-07-01,75.440313111546
2004-08-01,77.0058708414873
2004-09-01,77.5929549902153
2004-10-01,78.2778864970646
2004-11-01,76.908023483366
2004-12-01,75.5381604696674
2005-01-01,77.495107632094
2005-02-01,77.20156555773
2005-03-01,78.3757338551859
2005-04-01,77.8864970645793
2005-05-01,78.3757338551859
2005-06-01,79.1585127201566
2005-07-01,81.4090019569472
2005-08-01,81.2133072407045
2005-09-01,80.2348336594912
2005-10-01,80.5283757338552
2005-11-01,81.2133072407045
2005-12-01,81.4090019569472
2006-01-01,82.1917808219178
2006-02-01,82.3874755381605
2006-03-01,82.7788649706458
2006-04-01,83.8551859099805
2006-05-01,81.8982387475538
2006-06-01,82.3874755381605
2006-07-01,83.3659491193738
2006-08-01,81.9960861056752
2006-09-01,81.0176125244619
2006-10-01,81.0176125244619
2006-11-01,80.8219178082192
2006-12-01,80.6262230919766
2007-01-01,79.4520547945206
2007-02-01,79.9412915851272
2007-03-01,81.7025440313112
2007-04-01,81.5068493150685
2007-05-01,82.1917808219178
2007-06-01,81.5068493150685
2007-07-01,81.8003913894325
2007-08-01,81.7025440313112
2007-09-01,82.6810176125245
2007-10-01,83.2681017612525
2007-11-01,84.4422700587084
2007-12-01,85.9099804305284
2008-01-01,88.160469667319
2008-02-01,89.4324853228963
2008-03-01,91.0958904109589
2008-04-01,92.9549902152642
2008-05-01,94.8140900195695
2008-06-01,96.3796477495108
2008-07-01,96.8688845401174
2008-08-01,96.3796477495108
2008-09-01,96.4774951076321
2008-10-01,94.7162426614481
2008-11-01,94.9119373776908
2008-12-01,95.5968688845401
2009-01-01,96.5753424657535
2009-02-01,95.9882583170254
2009-03-01,97.3581213307241
2009-04-01,95.2054794520548
2009-05-01,95.0097847358121
2009-06-01,93.4442270058709
2009-07-01,93.0528375733855
2009-08-01,97.2602739726028
2009-09-01,94.9119373776908
2009-10-01,96.2818003913895
2009-11-01,95.6947162426615
2009-12-01,96.2818003913895
2010-01-01,96.7710371819961
2010-02-01,97.5538160469667
2010-03-01,100.391389432485
2010-04-01,100.195694716243
2010-05-01,100.782778864971
2010-06-01,99.706457925636
2010-07-01,99.412915851272
2010-08-01,98.825831702544
2010-09-01,99.706457925636
2010-10-01,101.663405088063
2010-11-01,101.565557729941
2010-12-01,103.424657534247
2011-01-01,104.598825831703
2011-02-01,104.990215264188
2011-03-01,107.240704500978
2011-04-01,108.904109589041
2011-05-01,108.512720156556
2011-06-01,109.393346379648
2011-07-01,110.27397260274
2011-08-01,109.58904109589
2011-09-01,111.05675146771
2011-10-01,110.469667318982
2011-11-01,110.176125244618
2011-12-01,109.393346379648
2012-01-01,109.58904109589
2012-02-01,110.567514677104
2012-03-01,111.448140900196
2012-04-01,109.882583170254
2012-05-01,108.414872798434
2012-06-01,107.436399217221
2012-07-01,107.142857142857
2012-08-01,107.729941291585
2012-09-01,106.947162426614
2012-10-01,107.729941291585
2012-11-01,107.827788649706
2012-12-01,107.534246575342
2013-01-01,109.099804305284
2013-02-01,111.643835616438
2013-03-01,111.545988258317
2013-04-01,109.784735812133
2013-05-01,109.099804305284
2013-06-01,108.317025440313
2013-07-01,109.882583170254
2013-08-01,109.001956947162
2013-09-01,108.023483365949
2013-10-01,107.729941291585
2013-11-01,106.947162426614
2013-12-01,106.65362035225
2014-01-01,105.87084148728
2014-02-01,105.479452054795
2014-03-01,105.577299412916
2014-04-01,104.696673189824
2014-05-01,104.500978473581
2014-06-01,105.088062622309
2014-07-01,104.011741682975
2014-08-01,103.913894324853
2014-09-01,103.913894324853
2014-10-01,103.620352250489
2014-11-01,103.228962818004
2014-12-01,101.46771037182
2015-01-01,99.8043052837573
2015-02-01,99.0215264187867
2015-03-01,99.2172211350293
2015-04-01,99.6086105675146
2015-05-01,99.5107632093933
2015-06-01,98.4344422700587
2015-07-01,97.358121330724
2015-08-01,96.5753424657534
2015-09-01,97.358121330724
2015-10-01,96.3796477495107
2015-11-01,95.0097847358121
2015-12-01,95.8904109589041
2016-01-01,92.2700587084148
2016-02-01,94.4227005870841
2016-03-01,94.8140900195694
2016-04-01,95.0097847358121
2016-05-01,95.8904109589041
2016-06-01,97.358121330724
2016-07-01,99.0215264187867
2016-08-01,100.097847358121
2016-09-01,100.0
2016-10-01,101.956947162427
2016-11-01,100.880626223092
2016-12-01,101.859099804305
2017-01-01,102.446183953033
2017-02-01,101.859099804305
2017-03-01,103.326810176125
2017-04-01,101.565557729941
2017-05-01,103.033268101761
2017-06-01,103.913894324853
2017-07-01,102.641878669276
2017-08-01,104.207436399217
2017-09-01,102.93542074364
2017-10-01,103.718199608611
2017-11-01,104.305283757339
2017-12-01,103.816046966732
2018-01-01,103.913894324853
2018-02-01,103.816046966732
2018-03-01,103.718199608611
2018-04-01,104.109589041096
2018-05-01,106.360078277886
2018-06-01,106.555772994129
2018-07-01,107.534246575342
2018-08-01,107.925636007828
2018-09-01,107.534246575342
2018-10-01,108.12133072407
2018-11-01,108.12133072407
2018-12-01,106.947162426614
2019-01-01,104.794520547945
2019-02-01,104.40313111546
2019-03-01,103.718199608611
2019-04-01,105.577299412916
2019-05-01,108.12133072407
2019-06-01,107.3385518591
